Company,Title,Location,Publish Time,Salary,Work Model,Match Score,Applicants,Min YOE,H1B Sponsor,Matched Skills,Missing Skills,URL,Apply Link
Yahoo,Senior Software Engineer,United States,13 hours ago,$128K/yr - $267K/yr,Remote,87.4271,200,4,True,"C++, Python, Machine Learning Model Integration, AWS, Large-scale Backend Systems, Collaborative Leadership","Backend API Design, Service-Oriented Architecture, AI-assisted Development Tools, PySpark, Spark",https://jobright.ai/jobs/info/69c4d8d4d5a1016e98dc3838,https://ouryahoo.wd5.myworkdayjobs.com/en-US/careers/job/United-States-of-America/Senior-Software-Engineer_JR0026855?source=LinkedIn
Whatnot,Data Engineer,"San Francisco, CA",9 hours ago,$180K/yr - $260K/yr,Hybrid,65.2063,200,3,True,"Data modeling, Data transformation, Python, SQL, CI/CD","Data architecture, Dimensional modeling, Data Vault modeling, Ledger-style data modeling, Data ingestion, Kafka, Debezium, Dbt, Spark, Flink, Data orchestration, Dagster, Airflow, Data observability, Monte Carlo, Great Expectations, Cloud data warehouses, Snowflake, BigQuery, Redshift, Schema design, Cost optimization, Workload tuning, Infrastructure as code, Curiosity",https://jobright.ai/jobs/info/68f9338b6de2db04dc3e6925,https://jobs.ashbyhq.com/whatnot/9fd6fef1-619f-48dd-97b0-c91063432df3/application?utm_source=LinkedInJobWrapping
Fanatics,"Fullstack, Software Engineer II, Sportsbook - FBG",United States,13 hours ago,$95K/yr - $156K/yr,Remote,89.5544,177,2,True,"Java, Spring Boot Microservices, Version control tools, Git, Object-oriented programming, Design patterns, AWS, Docker, Kubernetes, Continuous Integration/Continuous Deployment, Software design principles, A/B testing, Event-driven architecture, System debugging","JPA, Distributed caching, Message-oriented middleware, Kafka, SVN, UML, Google Cloud Platform, Agile methodologies, SCRUM, Highly available distributed systems, Analytical skills",https://jobright.ai/jobs/info/69d9cd0a5356a60f40fdcad5,https://job-boards.greenhouse.io/fanaticsfbg/jobs/4216147009?gh_src=k819kf909us
Capital One,Applied Researcher II (AI Foundations),"McLean, VA",7 hours ago,$262K/yr - $300K/yr,Onsite,89.8862,27,4,True,"AI foundation models, Machine learning, Deep learning, Natural language processing (NLP), Self-supervised learning, Reinforcement learning from human feedback (RLHF), Cloud computing platforms, Open-source programming languages, Large language models (LLMs), Model fine-tuning, Transfer learning, Model adaptation, Model guidance","Training optimization, Model robustness, Explainability, Compiler design, Innovation",https://jobright.ai/jobs/info/69a2c08ab600907a96292ee0,https://www.capitalonecareers.com/job/-/-/234/92195849728?p_sid=6ONq0Nb&p_uid=mAIpvNJmQJ&source=rd_linkedin_job_posting_Tech_tm&ss=paid&utm_campaign=tech_26&utm_content=pj_board&utm_medium=jobad&utm_source=linkedin+slotted
TextNow,Software Developer — iOS - US,United States,12 hours ago,$149K/yr - $299K/yr,Remote,69.8557,29,N/A,True,"Modern Concurrency async/await, Modern Concurrency actors, Performance Optimization, System-level Debugging, AI, CI/CD","Swift, SwiftUI, Objective-C, IOS Application Development, Architectural Modernization, Modular System Design, Automation for Development, Telemetry",https://jobright.ai/jobs/info/696aaf7a350cf4380311aaa9,https://www.linkedin.com/jobs/view/4359215648
Qualcomm,Software Engineer - Modem,"San Diego, CA",10 hours ago,$104K/yr - $156K/yr,Onsite,71.0992,200,1,True,"C programming, C++ programming, Python programming, Modeling","Computer architecture, Embedded systems, Wireless WAN modem development, Semiconductor industry experience, Modem air interface software, Radio Access Technology (RAT), 3GPP LTE, 5G NR, RF specifications, WWAN L1/L2/L3 specifications, Simulation, Test case development",https://jobright.ai/jobs/info/69da72c3738f2f099e8a95c9,https://careers.qualcomm.com/careers/job/446717980955?hl=en-US&utm_source=linkedin&domain=qualcomm.com&source=APPLICANT_SOURCE-6-2
Cockroach Labs,Member of Technical Staff (Storage),"New York, NY",10 hours ago,$185K/yr - $200K/yr,Hybrid,77.7836,200,3,True,"Concurrency Control, C, C++, Java, Python","Distributed Systems, File Systems, Data Replication, Memory Management, Go, Product Architecture, AI-centric Development Workflows, Log-Structured Merge Trees, Large-scale Distributed Systems",https://jobright.ai/jobs/info/69a1eff0b600907a96283ecc,https://boards.greenhouse.io/cockroachlabs/jobs/7663160?source=LinkedIn
Lam Research,Computational Software Development Engineer,"Waltham, MA",12 hours ago,N/A,Hybrid,68.5768,172,N/A,True,"Modern C++ programming, Software engineering, Linear algebra, Calculus","3D physical simulation algorithms, Finite element method, Finite volume method, Iterative linear solver methods, Conjugate gradient method, Multigrid methods, Numerical solvers for electrostatic equations, Geometry",https://jobright.ai/jobs/info/69d5f9b74a12eb12c5e15168,https://careers.lamresearch.com/careers/job/1099550591057?src=Eightfold
Klaviyo,Senior Software Engineer - Channel Processing,"Boston, MA",11 hours ago,$148K/yr - $222K/yr,Onsite,77.2849,88,4,True,"Software Engineering, Performance Optimization, Python, React, MySQL, AWS, Terraform, Coaching","Large-scale System Architecture, Scalability, Data-driven Product Improvement, System Monitoring, Alerting Techniques, Django, Redis, Memcached, Apache Zookeeper, Apache Pulsar, Jenkins",https://jobright.ai/jobs/info/69a136f16b458d060735f23d,https://www.klaviyo.com/careers/jobs?gh_jid=7646799003&gh_src=1284ec8c3us
"Aledade, Inc.","Senior Software Engineer I, Backend",United States,9 hours ago,N/A,Remote,79.816,200,4,True,"Full-stack web application development, SQL, Database querying, ETL/ELT pipeline development, Python, Testing frameworks, Large dataset management, Performance tuning, Coaching","Technical decision-making, Airflow, Batch data pipelines, Streaming data pipelines, Spark, Data validation automation, Data storage technologies, Data ingestion systems, Database systems, Database replication, Database sharding, Database scalability, High availability databases",https://jobright.ai/jobs/info/68ce66c8dbd9fb154eddf3e0,https://jobs.lever.co/aledade/a788ae8d-0bbb-4b1e-aa7b-dc9aeb70994f/apply?source=LinkedIn
Lam Research,Software Engineer Sys 2,"Fremont, CA",12 hours ago,$86K/yr - $183K/yr,Hybrid,74.4313,182,2,True,"Data modeling, Asynchronous processing systems, Docker, Kubernetes, CI/CD pipelines, Generative AI, Vector databases, Prompt engineering, ReAct","Backend engineering, Service design, FAISS, Milvus, Weaviate, Caching systems, Redis, Memcache, Retrieval-augmented generation, Indexing, Chunking, Embeddings, Reranking, Context engineering, Agent design, Multi-step agent workflows, Failure handling, Translate complex technical ideas into scalable architectures",https://jobright.ai/jobs/info/69ef737958811370cb14652a,https://careers.lamresearch.com/careers/job/1099551694604?src=Eightfold
Deloitte,Unqork Developer,"Morristown, NJ",13 hours ago,$108K/yr - $198K/yr,Onsite,86.7168,25,4,True,"RESTful APIs, Authentication, Authorization services, OAuth 2.0, OpenID Connect, Unit testing, Integration testing, Continuous integration, Continuous delivery (CI/CD), Cloud platforms, Amazon Web Services (AWS), Microsoft Azure","Unqork platform development, Enterprise application delivery, Database integration, Defect triage, Google Cloud Platform (GCP), Unqork Developer, Architect certification, Agile delivery, Scrum ceremonies",https://jobright.ai/jobs/info/69d9dd6a5356a60f40fdcfcf,https://deloitteus.avature.net/careers/InviteToApply?jobId=325528&source=jobright
Amazon,"Software Development Engineer, Items and Offers Platform, Catalog Diagnostics & Analytics","Sunnyvale, CA",9 hours ago,$165K/yr - $224K/yr,Onsite,86.3328,52,3,True,"Fault Tolerant Systems, Data Pipelines, Code Reviews, System Performance Optimization, C++, Java, Object Oriented Design, Software Development Life Cycle","Distributed Systems, Scalable Systems, High Throughput Systems, Real-time Data Processing, Anomaly Detection, Automated Troubleshooting, C#, Perl",https://jobright.ai/jobs/info/69bde44b48282272930096aa,https://www.amazon.jobs/jobs/10372417/software-development-engineer-items-and-offers-platform-catalog-diagnostics--analytics?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid
OpenAI,"Fullstack Engineer, Intelligence Systems","San Francisco, CA",9 hours ago,$230K/yr - $325K/yr,Hybrid,90.0904,200,N/A,True,"Data Analysis, SQL, Python, AI Techniques, Project Management, Cross-functional Team Collaboration","Security Engineering, Intelligence Systems, Data Visualization",https://jobright.ai/jobs/info/69154f2f286ccf0a1512d304,https://jobs.ashbyhq.com/openai/52c72cb9-7c44-4cba-b440-e05262a38491/application
Carbon Robotics,"Jr. Software Engineer, Robot Systems","Seattle, WA",16 hours ago,$125K/yr - $140K/yr,Onsite,91.0147,90,N/A,True,"C++, Python, Git, Docker, Computer vision algorithms, Effective verbal communication, Effective written communication","Linux development environment, Bash, Robotic algorithms, Desire to work in multidisciplinary teams",https://jobright.ai/jobs/info/69f6f0efb1fc847fc1ae4c02,https://boards.greenhouse.io/embed/job_app?token=4672950006&utm_source=jobright
"McLane Company, Inc.",Cloud Engineer,"Austin, TX",13 hours ago,N/A,Hybrid,72.8574,200,3,True,"Cloud platforms - AWS, Cloud platforms - Azure, Terraform, Python, Bash scripting, Containerization, Docker, Kubernetes, Performance tuning","Cloud platforms - GCP, Infrastructure as Code, Agile methodologies, Project management tools - Jira, Project management tools - Azure DevOps, Cloud monitoring tools, FinOps, Cloud certifications, Incident management, Capacity planning",https://jobright.ai/jobs/info/69f7220681706a5bd216adbd,https://aa224.taleo.net/careersection/ex/jobdetail.ftl?job=JR105099&src=DM-10301
Qualcomm,"Senior Engineer, Machine Learning ( Agentic AI SW )","San Diego, CA",10 hours ago,$141K/yr - $211K/yr,Onsite,96.8155,134,3,True,"C++, Python, Deep Learning, Machine Learning Frameworks, PyTorch, Software Design, Software Development, Software Debugging, AI Software Stack","Embedded Platforms, Android Programming, SDKs",https://jobright.ai/jobs/info/69a55561b600907a962af721,https://careers.qualcomm.com/careers/job/446716557466?hl=en-US&utm_source=linkedin&domain=qualcomm.com&source=APPLICANT_SOURCE-6-2
ACA Group,Software Developer/Engineer,"North Carolina, United States",10 hours ago,N/A,Hybrid,79.5121,200,N/A,True,"Software development, Cloud-native software, Angular, Microservices, API design, AI integration","Full-stack development, C#/.NET, Automation, Financial systems, SaaS platforms, Real-time data pipelines, Curiosity",https://jobright.ai/jobs/info/6931e1df4c474121999f3f34,https://careers.acaglobal.com/job/Software-DeveloperEngineer-NC/1347417100/?utm_source=LINKEDIN&utm_medium=referrer
Uber,"Application Developer II, Oracle EPM","New York, NY",9 hours ago,$153K/yr - $170K/yr,Onsite,62.5202,55,4,True,"Groovy scripting, SQL","Oracle EPBCS, Oracle PCMCS, Financial planning, Budgeting, Cost distribution, EPM Automate, ASO cubes, BSO cubes, Analytical skills",https://jobright.ai/jobs/info/69bd9e36393a1008f742f880,https://tnl2.jometer.com/v2/job?jz=5wqzs38b0507f66702cb7c830a4fe3e92d125KMALBBQAAADQ&iis=Job%20Board%20-%20Recruitment%20Marketing&iisn=LinkedIn
Cliff Services Inc,React JS Developer (AI Tools Preferred),"Phoenix, AZ",10 hours ago,N/A,Onsite,88.302,31,N/A,True,"React JS, JavaScript (ES6+), HTML, CSS, REST APIs, Redux, Git","State Management, Context API",https://jobright.ai/jobs/info/69daa48b9f97a42dc9c2bab5,https://www.linkedin.com/jobs/view/4400603755
Aurora,"Software Engineer I, Visualization","Mountain View, California",7 hours ago,$116K/yr - $160K/yr,Hybrid,78.2186,25,N/A,True,"Computer Science fundamentals, Software engineering, JavaScript, TypeScript, React, Redux, Python, C++","MobX, Webpack, Go, 3D web visualization, Geospatial applications, Three.js, D3.js, Mapbox.gl, ROS, Empathy",https://jobright.ai/jobs/info/69af8e287495006450940f82,https://boards.greenhouse.io/embed/job_app?token=8372578002&utm_source=jobright
Cushman & Wakefield,Artificial Intelligence Lead (Engineer),"Creve Coeur, MO",12 hours ago,$125K/yr - $147K/yr,Onsite,91.1827,82,5,True,"Python, TypeScript, Node.js, SQL, Machine learning, Deep learning, Generative AI, Data modeling, Vector databases, Event-driven architectures, API development, Microservices, Software engineering fundamentals, LLM integration, Multimodal AI integration, Operating in fast-paced environments","PySpark, Azure ML, Distributed computing, Secure coding, Cross-functional innovation",https://jobright.ai/jobs/info/69868cac8ca8121a3a68da48,https://cw.wd1.myworkdayjobs.com/External/job/Remote-CW-Site---USA---Flexible-United-States/Artificial-Intelligence-Lead--Engineer-_R302368?source=LinkedIn
Deepgram,"Software Engineer, Voice Agents / AI - Deepgram for Restaurants",United States,9 hours ago,N/A,Remote,87.1209,200,4,True,"Cloud infrastructure, AWS, API design, 3rd party API integration, Python, Java, Containerization, Docker, Kubernetes, AI / ML","Backend infrastructure development, Scalable backend systems, High-performance backend systems, Audio processing, Point of Sale systems, Kotlin, Results orientation",https://jobright.ai/jobs/info/69a11e8181476f6176bb764b,https://jobs.ashbyhq.com/Deepgram/4a873ede-8555-42ae-9ddc-ac89afdd7278?source=rLVNdemx1O
Sony Interactive Entertainment,"Software Engineer II (Frontend), Social","San Diego, CA",11 hours ago,$150K/yr - $225K/yr,Onsite,85.7087,200,2,True,"React, React Native, Angular, JavaScript frameworks, Single-page web applications, Cloud-deployed services, API development, Data storage","Mobile development iOS, Mobile development Android, Backend processes, Caching layers, Event buses",https://jobright.ai/jobs/info/69aac617142d5b4265fc1b67,https://job-boards.greenhouse.io/sonyinteractiveentertainmentglobal/jobs/5712556004?gh_src=sgp49gfz4us
"Eccalon, LLC",Full Stack Developer,"Detroit, MI",23 hours ago,N/A,Onsite,92.0992,25,3,True,"React, JavaScript, TypeScript, Node.js, Python, Express.js, Prompt Engineering, Relational Databases, PostgreSQL, NoSQL Databases, DynamoDB, RESTful API Design, Microservices Architecture, AWS Services, Git, CI/CD Pipelines","Full Stack Development, Next.js, Nest.js, LLM API Integration, Retrieval-Augmented Generation (RAG), DevSecOps, NIST 800-171 Compliance, CMMC Compliance",https://jobright.ai/jobs/info/69f69a61b1fc847fc1ae409a,https://recruiting.myapps.paychex.com/appone/MainInfoReq.asp?R_ID=7079382&B_ID=91&fid=1&Adid=0&ssbgcolor=5B5B5B&SearchScreenID=23884&CountryID=3&LanguageID=2
Tektronix,DevOps Engineering Co‑Op (Summer or Fall 2026),"Beaverton, OR",10 hours ago,N/A,Onsite,93.1316,200,N/A,True,"Python, Programming fundamentals, CI/CD concepts","Bash, Source-control workflows",https://jobright.ai/jobs/info/69a89f0679f3f4037f42bd8e,https://ralliant.eightfold.ai/careers/job/1133910911010?domain=ralliant.com&utm_source=linkedin&utm_medium=jobboard
DRW,"Software Engineer, Cumberland/FICCO Tools Engineering","New York, NY",12 hours ago,$175K/yr - $225K/yr,Onsite,85.3266,200,2,True,"Python, Java, C++, Multiple programming languages, Linux-based systems, Concurrent software systems","Financial markets, Delta one store of value, FICC options trading, High-throughput software systems, Low-latency software systems",https://jobright.ai/jobs/info/69154bd09c388539cbdf24a6,https://job-boards.greenhouse.io/drweng/jobs/7392396?gh_src=c25a55fb1us
Bose Corporation,Sr. Data Scientist,"Framingham, MA",6 hours ago,$120K/yr - $165K/yr,Hybrid,78.3563,200,7,True,"Data Science, Machine Learning, AI, Optimization, SQL, Python, Project Management, Strategic Thinking","Supply Chain Modeling, Causal Modeling, Probabilistic Forecasting, Experimental Research Methods, Spark",https://jobright.ai/jobs/info/68ddad01a125e75c422ae185,https://boseallaboutme.wd503.myworkdayjobs.com/Bose_Careers/job/US-MA---Framingham/Sr-Data-Scientist_R28360?source=LinkedIn
Cerebras,Inference Frontend,"Sunnyvale, CA",16 hours ago,N/A,Onsite,98.0,25,N/A,True,"Programming languages, C++",,https://jobright.ai/jobs/info/6984b90b8da7a612045ef8ca,https://boards.greenhouse.io/embed/job_app?token=7619102003&utm_source=jobright
ESB Technologies,Python Developer,United States,10 hours ago,N/A,Remote,83.1942,200,2,True,"Python, SQL","FastAPI, Backend frameworks",https://jobright.ai/jobs/info/69e739ec58811370cb11c242,https://www.linkedin.com/jobs/view/4403941162
Charles Schwab,.NET Developer - Workplace Services Engineering,"Southlake, TX",9 hours ago,$44/hr - $67/hr,Hybrid,84.1325,200,4,True,"RESTful API development, Microservices, Containerization, Docker, Kubernetes, SQL Server, Cloud platforms, AWS, Azure, Cloud-native concepts, CI/CD practices, DevOps tooling, Application security, Performance tuning","C#, NET Core, .NET 6+, ASP.NET Core, Distributed systems, Entity Framework Core, GCP, Agile methodologies, SAFe, SCRUM, Secure coding practices, Monitoring, Google Cloud Associate Cloud Engineer, Google Cloud Professional Cloud Architect, AWS Solutions Architect – Associate, Certified ScrumMaster",https://jobright.ai/jobs/info/69f754e5582f810f9c8cb8db,https://ad.doubleclick.net/ddm/clk/574335155;383638107;m?https://www.schwabjobs.com/job/-/-/33727/92422911488?iis=linkedin_job_wrapping&iisn=rd_linkedin_job_wrapping&utm_source=linkedin.com&utm_medium=job_posting&utm_campaign=Annual_Media&utm_content=social_media&utm_term=383638107&ss=paid
Deloitte,Data Engineer - Project Delivery Analyst,"San Francisco, CA",12 hours ago,$57K/yr - $96K/yr,Onsite,75.3197,57,1,True,"Data pipeline development, Data curation for analytics, SQL, Python, Cloud data engineering - Azure, S3 file formats, DevOps practices, CI/CD, Infrastructure-as-Code - Terraform, Data quality, Metadata, Data governance","Snowflake, PySpark, Cloud data engineering - AWS, Cloud data engineering - GCP, Workflow orchestration, Scheduling - Airflow, Scheduling - MWAA, Scheduling - Step Functions, Scheduling - Glue, Scheduling - ADF, ELT patterns, Lakehouse concepts, Data warehouse concepts, Partitioning, Infrastructure-as-Code - CloudFormation, Data observability",https://jobright.ai/jobs/info/69f644ea81706a5bd216867e,https://apply.deloitte.com/en_US/careers/InviteToApply?jobId=327271&source=LinkedIn
Zoox,AI Developer Productivity Engineer,"Foster City, CA",11 hours ago,$172K/yr - $263K/yr,Onsite,97.1929,200,3,True,"System design, Data structures, Algorithms, Python, C++, LLM evaluation metrics, Performance optimization, Vector databases","Full-stack development, Backend development, Embedding models",https://jobright.ai/jobs/info/667516b259005313f1c81fe3,https://jobs.lever.co/zoox/fe3ec246-6f0a-4405-9ae8-10e322ac6799/apply?source=LinkedIn
Eikon Therapeutics,"Senior Engineer, Data Informatics","Millbrae, CA",9 hours ago,$134K/yr - $146K/yr,Onsite,72.5763,85,3,True,"AI/ML platform integration, Data Lake platform, Software development, Python, Java, JavaScript, SQL, Relational databases, Non-relational databases, Docker, Containerized applications, AWS cloud computing","LIMS software, ELN, Scientific data management, Compound registration, Sample inventory, Instrument data capture, Assay results management, Electronic laboratory notebooks, LIMS application design, Implementation, LIMS software configuration, Tuning, Systems integration, Software requirements documentation, Business process documentation, Computational workflows, Data analysis in life sciences, Life sciences domain knowledge",https://jobright.ai/jobs/info/69a279a0b600907a9628d050,https://job-boards.greenhouse.io/eikontherapeutics/jobs/5061451007?gh_src=0795c4e97us
JPMorganChase,"AI/ML Engineer – Agentic Private Bank Engineer , Vice President","Jersey City, NJ",12 hours ago,$164K/yr - $260K/yr,Onsite,85.7882,85,7,True,"Agentic AI solutions, LLM orchestration, Agentic AI libraries, Python programming, PyTorch, Data pipeline development, Structured data processing, Unstructured data processing, API development, NLP model integration, LLM model integration, Cloud platforms AWS, Cloud platforms Azure, GIT version control, MLOps tools, Prompt engineering, Model training, Model optimization","TensorFlow, Practices, Evaluation",https://jobright.ai/jobs/info/6985fd0e8ca8121a3a682edc,https://JPMorganChase.contacthr.com/150940092
Amazon Web Services (AWS),Software Development Engineer,"Arlington, VA",9 hours ago,$165K/yr - $224K/yr,Onsite,82.8528,193,3,True,"Software Development, Software Design, Design Patterns, Multi-threaded Software Applications, C++, Java, Machine Learning Frameworks, PyTorch, Dynamo, Machine Learning Fundamentals, Large Language Models, Training Lifecycle, Optimization Techniques, Python","Architecture, System Reliability, System Scaling, Large-scale Software Development, Multi-tiered Software Applications, Embedded Software Development, Distributed Software Systems, C#, Perl, JAX, VLLM, SGLang, TorchXLA, TensorRT, Transformer Architecture, Inference Lifecycle",https://jobright.ai/jobs/info/69a07c065218a81676719d5f,https://www.amazon.jobs/jobs/3146673/software-development-engineer?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid
Anything,Mobile Engineer,"San Francisco, CA",10 hours ago,$125K/yr - $200K/yr,Onsite,64.2158,200,N/A,True,"React Native, TypeScript, Programming Fundamentals","Mobile UX Design, Swift, Kotlin, Figma, Empathy, Fearlessness, Curiosity",https://jobright.ai/jobs/info/69615cf7e7ed9a5731ba2359,https://jobs.ashbyhq.com/anything/8784f6aa-4ad9-4651-9439-f3b073f97b43/application?utm_source=ongJb0rM8a
Google,"Software Engineer III, AI/ML GenAI, Search","Mountain View, CA",10 hours ago,$147K/yr - $211K/yr,Onsite,93.7884,125,2,True,"Python, C++, Machine Learning Infrastructure, Model Evaluation, Optimization, Data Processing, Debugging, Generative AI, Large Language Models, Large Vision Models","Model Deployment, Multi-Modal Models, Text Generation, Image Generation, Video Generation, Audio Generation",https://jobright.ai/jobs/info/69a2511fb600907a96289a3b,https://careers.google.com/jobs/results/123496138278871750-software-engineer-iii/?src=Online/LinkedIn/linkedin_us&utm_source=linkedin&utm_medium=jobposting&utm_campaign=contract
OpenAI,"Backend Software Engineer, Growth","San Francisco, CA",11 hours ago,$185K/yr - $385K/yr,Onsite,67.9711,200,N/A,True,"Data analysis, A/B testing, Collaboration with cross-functional teams","Backend engineering, Experimentation design, Product ideation, User funnel optimization, Analytical thinking",https://jobright.ai/jobs/info/68f533d89a63986de7578928,https://jobs.ashbyhq.com/openai/dd2025b9-4d18-4ad7-a78c-7a643419ecc5/application
Canonical,Junior Linux Kernel Engineer - Ubuntu,Latin America,8 hours ago,N/A,Onsite,85.481,200,N/A,True,"C, Version control, Operating system kernel fundamentals, Debugging, Python, Bash scripting, Ubuntu, Debian, Self-motivation, Communication","Rust, Kernel patching, Device drivers, BSP, Snap packaging",https://jobright.ai/jobs/info/69172d3c3ea85638ae1c894b,https://boards.greenhouse.io/embed/job_app?token=5370815&utm_source=jobright
OpenFunnel (YC F24),Forward Deployed Engineer (Founding),"San Francisco, CA",21 hours ago,$100K/yr - $130K/yr,Onsite,81.6314,32,1,True,"Software Engineering, API Development, Data Pipelines, Python, TypeScript, DevOps","Backend Systems, Agent Coding Tools, Infrastructure, Customer-facing Technical Support, Customer Communication, Curiosity",https://jobright.ai/jobs/info/69f6aff3582f810f9c8c9d09,https://www.ycombinator.com/companies/openfunnel/jobs/MRYt6mG-forward-deployed-engineer-founding?utm_source=syn_li
Gametime,"Senior Full Stack Engineer (Web-first, Cross-Platform)",United States,16 hours ago,$171K/yr - $201K/yr,Remote,63.6542,51,3,True,"React, TypeScript, React Native, Independent work","Rendering models CSR, Rendering models SSR, Rendering models SSG, Rendering models hydration, Frontend performance optimization, Core Web Vitals, Technical SEO, AI agent usage for frontend development, Astro, Mixed-rendering frameworks",https://jobright.ai/jobs/info/69f6f0d381706a5bd216aad3,https://boards.greenhouse.io/embed/job_app?token=5162273008&utm_source=jobright
Conagra Brands,Senior Engineer – Analytics Platform (Databricks),"Omaha, NE",13 hours ago,$81K/yr - $118K/yr,Hybrid,66.8177,74,5,True,"Databricks, DevOps, Python, Cloud Fundamentals, Azure, Access Management, CI/CD","Data Platform Engineering, Site Reliability Engineering, Bash, Google Cloud Platform, Networking Concepts, Identity, Infrastructure-as-Code, Platform Automation, Monitoring, Alerting, Incident Response, Root Cause Analysis",https://jobright.ai/jobs/info/69a127f85218a81676726130,https://careers.conagrabrands.com/us/en/job/CXGCONUSREQ036729EXTERNALENUS/Senior-Engineer-%E2%80%93-Analytics-Platform-Databricks?utm_source=linkedin&utm_medium=phenom-feeds
Old National Bank,Application Analyst III,"Lake Elmo, MN",9 hours ago,$62K/yr - $153K/yr,Onsite,78.4172,54,3,True,"CL programming, Systems development life cycle","RPG programming, Embedded SQL, Change Management Systems, Financial industry knowledge",https://jobright.ai/jobs/info/696aaa355fc862418539a1f4,https://careers-oldnational.icims.com/jobs/19074/application-analyst-iii/job?in_iframe=1&mode=apply&iis=LinkedIn&iisn=LinkedIn
Google,"Software Engineer III, Confidential Computing, Google Cloud Platform","Seattle, WA",10 hours ago,$147K/yr - $211K/yr,Onsite,97.4465,37,2,True,"C++ programming, Go programming, Data structures, Algorithms, Software security, Cloud computing, Authentication protocols, Security protocols","Confidential computing, Trusted execution environments (TEEs)",https://jobright.ai/jobs/info/69a0a6db5218a8167671d383,https://careers.google.com/jobs/results/102561385346409158-software-engineer-iii/?src=Online/LinkedIn/linkedin_us&utm_source=linkedin&utm_medium=jobposting&utm_campaign=contract
Cliff Services Inc,W2 Java Developer (Kotlin + AI Tools Preferred),"Phoenix, AZ",10 hours ago,N/A,Onsite,91.9228,30,N/A,True,"Java, Microservices, REST APIs, Databases, Cloud Environments","Kotlin, Spring Boot, Backend Development",https://jobright.ai/jobs/info/69daa282b67cec4f9b0abc30,https://www.linkedin.com/jobs/view/4400606574
Amazon Web Services (AWS),Software Development Engineer,"Seattle, WA",8 hours ago,$165K/yr - $224K/yr,Onsite,88.9364,191,3,True,"Software Development, Software Design, C++, Java, Machine Learning, ML Frameworks, Python, Multi-threaded Software Development","Architecture, C#, Perl, Distributed Systems, Embedded Systems",https://jobright.ai/jobs/info/69a07f995218a8167671a13b,https://www.amazon.jobs/jobs/3146673/software-development-engineer?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid
Whatnot,LLM Platform Engineer,"San Francisco, CA",8 hours ago,$245K/yr - $345K/yr,Hybrid,84.2139,200,4,True,"Machine Learning Systems Development, Software Engineering, Python, PostgreSQL, DynamoDB, AWS Sagemaker, AWS Lambda, AWS S3, AWS EC2, AWS ECS","Elasticsearch, Redis, DataDog, Grafana, AWS Kinesis, AWS EKS, Apache Kafka, Apache Flink, Autonomy",https://jobright.ai/jobs/info/698549e2348f733a5c39911e,https://jobs.ashbyhq.com/whatnot/fdb6f8e1-125a-4406-9fa4-43b46f3f5ace/application?utm_source=LinkedInJobWrapping
Lila Sciences,"Software Engineer I, Instrument Software","Cambridge, MA",10 hours ago,$108K/yr - $140K/yr,Onsite,73.725,53,N/A,True,"Python, Debugging, Version control systems, Git","C#/.NET, Hardware-software integration, Software development for laboratory automation, Robotics software development, Device driver development, Analytical thinking",https://jobright.ai/jobs/info/69bdbe46b10602456282d563,https://www.linkedin.com/jobs/view/4388586015
Google,"Software Engineer III, Mobile (Android), YouTube","San Bruno, CA",10 hours ago,$147K/yr - $211K/yr,Onsite,91.692,50,2,True,"C++, Java, Performance analysis, Debugging, Data structures, Algorithms, Software test engineering","Kotlin, Android application development, Large scale systems data analysis, Visualization tools, Accessible technologies",https://jobright.ai/jobs/info/69f74bd1a3d34b4f76f5b256,https://careers.google.com/jobs/results/102081500060492486-software-engineer-iii/?src=Online/LinkedIn/linkedin_us&utm_source=linkedin&utm_medium=jobposting&utm_campaign=contract
Netflix,"Software Engineer L4/L5 - Data and Feature Infrastructure, Machine Learning Platform",United States,11 hours ago,$466K/yr - $750K/yr,Remote,71.6575,200,N/A,True,"Machine Learning Infrastructure, Python, AWS","Data Infrastructure, Feature Store Development, High-Traffic Low-Latency Application Operation, Large-Scale Data Processing, Spark, Flink, Kafka, Scala, Empathy",https://jobright.ai/jobs/info/69d71840706f771673bafc98,https://explore.jobs.netflix.net/careers/job/790300763299?microsite=netflix.com&utm_source=LinkedIn&domain=netflix.com
Crum & Forster,Data Engineer,"Morristown, NJ",14 hours ago,$74K/yr - $100K/yr,Onsite,73.8998,200,3,True,"SQL, Python, AWS S3, AWS Lambda Functions, Semi-structured data handling, Complex SQL queries, APIs, Troubleshooting, Take ownership","DataFrames, Snowflake Data Cloud, Snowflake Data Pipes, Snowflake Streams, Snowflake Streamlit, Snowflake Dynamic Tables, Snowflake Snowpark, AWS ecosystem, AWS Analytics services, AWS SNS, AWS SQS, AWS Cloudwatch, JSON, Technical root cause analysis, Production Support, Present to all levels of audience",https://jobright.ai/jobs/info/69a1da6d359fe034b1cd236c,https://careers-cfins.icims.com/jobs/4817/data-engineer/job?mode=apply&iis=LinkedIn&iisn=LinkedIn
