Bucket,Score,Company,Title,Template,Folder,URL,Apply Link,Skills Added,Authentic Missing (all),Matched (CSV),Compile
AI,92.23,Qualcomm,Computer Vision Architect,AI,Company_wise_Resume/Qualcomm_Computer_Vision_Architect,https://jobright.ai/jobs/info/69be7b18b10602456283fee3,https://careers.qualcomm.com/careers/job/446716310453?hl=en-US&utm_source=linkedin&domain=qualcomm.com&source=APPLICANT_SOURCE-6-2,,TensorFlow,"Computer Vision, Deep Learning, C++, Python, OpenCV, PyTorch, API Documentation",FAIL
AI,91.96,Two Sigma,AI Research Scientist - Campus Full-Time,AI,Company_wise_Resume/Two_Sigma_AI_Research_Scientist_-_Campus_Full-Time,https://jobright.ai/jobs/info/696880d3f25a38006696f529,https://careers.twosigma.com/careers/JobDetail/New-York-New-York-United-States-AI-Research-Scientist-Campus-Full-Time/13671?source=LinkedIn,,TensorFlow,"Machine Learning, Deep Learning, Large Language Models, Reinforcement Learning, Python, PyTorch, Cloud Environments, Version Control Systems, Regression Testing, Unit Testing, Code Reviews",FAIL
AI,90.22,Prime Video & Amazon MGM Studios,"Applied Scientist II, Prime Video - Personalization and Discovery Science, Personalization and Discovery Science",AI,Company_wise_Resume/Prime_Video_Amazon_MGM_Studios_Applied_Scientist_II_Prime_Vi,https://jobright.ai/jobs/info/68ddee22a125e75c422b00d0,https://www.amazon.jobs/jobs/3099334/applied-scientist-ii-prime-video--personalization-and-discovery-science-personalization-and-discovery-science?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid,,,"Machine Learning, Deep Learning, Optimization Methods, Model Development, Algorithms, Data Structures, Parsing, Data Mining, Parallel Computing, Java, C++, Python, Unix/Linux, Professional Software Development",FAIL
AI,87.22,Amazon,"Applied Scientist, Artificial General Intelligence, AGI Data Services",AI,Company_wise_Resume/Amazon_Applied_Scientist_Artificial_General_Intelligence_AGI,https://jobright.ai/jobs/info/69bdde35b1060245628343c4,https://www.amazon.jobs/jobs/10372646/applied-scientist-artificial-general-intelligence-agi-data-services?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid,,,"Machine Learning, Statistics, Large Language Models, Java, C++, Python, SQL, Relational Database Management Systems",FAIL
AI,85.79,JPMorganChase,"AI/ML Engineer – Agentic Private Bank Engineer , Vice President",AI,Company_wise_Resume/JPMorganChase_AIML_Engineer_Agentic_Private_Bank_Engineer_Vi,https://jobright.ai/jobs/info/6985fd0e8ca8121a3a682edc,https://JPMorganChase.contacthr.com/150940092,,TensorFlow,"Agentic AI solutions, LLM orchestration, Agentic AI libraries, Python programming, PyTorch, Data pipeline development, Structured data processing, Unstructured data processing, API development, NLP model integration, LLM model integration, Cloud platforms AWS, Cloud platforms Azure, GIT version control, MLOps tools, Prompt engineering, Model training, Model optimization",FAIL
AI,84.21,Whatnot,LLM Platform Engineer,AI,Company_wise_Resume/Whatnot_LLM_Platform_Engineer,https://jobright.ai/jobs/info/698549e2348f733a5c39911e,https://jobs.ashbyhq.com/whatnot/fdb6f8e1-125a-4406-9fa4-43b46f3f5ace/application?utm_source=LinkedInJobWrapping,Elasticsearch; Redis; DataDog,Elasticsearch; Redis; DataDog,"Machine Learning Systems Development, Software Engineering, Python, PostgreSQL, DynamoDB, AWS Sagemaker, AWS Lambda, AWS S3, AWS EC2, AWS ECS",FAIL
AI,80.49,CDW,Senior AI Engineer,AI,Company_wise_Resume/CDW_Senior_AI_Engineer,https://jobright.ai/jobs/info/6986441e8da7a6120460f57a,https://www.cdwjobs.com/en/jobs/17247084-senior-ai-engineer?bid=370&rx_campaign=Linkedin1&rx_ch=connector&rx_group=110011&rx_id=295ef5ef-f70d-11f0-965c-dfddfc4e1258&rx_job=R26_00000124&rx_medium=post&rx_r=none&rx_source=Linkedin&rx_ts=20260412T061203Z&rx_vp=slots&tm_company=2376&tm_event=view&tm_job=R26_00000124,,,"AI/ML applications, Large Language Models (LLMs), LangChain, Vector databases, Prompt Engineering, ReAct, CI/CD pipelines, API integration",FAIL
AI,79.87,Abaka AI,Machine Learning Engineer,AI,Company_wise_Resume/Abaka_AI_Machine_Learning_Engineer,https://jobright.ai/jobs/info/69a3cf2b0da45516f16cc3ac,https://job-boards.greenhouse.io/abakaai/jobs/4056035009?source=LinkedIn,Apache Airflow,TensorFlow; Apache Airflow; MLflow,"Machine Learning, Python, PyTorch, ML System Design, Kubernetes, Self-driven",FAIL
AI,77.11,Amazon Web Services (AWS),"Senior AI Hardware Systems Engineer, Annapurna Labs, Trainium Machine Learning Fleet Operations",AI,Company_wise_Resume/Amazon_Web_Services_AWS_Senior_AI_Hardware_Systems_Engineer_,https://jobright.ai/jobs/info/69bde7124828227293009a09,https://www.amazon.jobs/jobs/10372711/senior-ai-hardware-systems-engineer-annapurna-labs-trainium-machine-learning-fleet-operations?cmpid=SPLICX0248M&utm_source=linkedin.com&utm_campaign=cxro&utm_medium=social_media&utm_content=job_posting&ss=paid,,,"Programming - C++, Programming - Java, Programming - Python, Programming - PowerShell, Software development, System design, Statistical analysis, Version control tools, Operating systems, Security, Database administration, Cloud infrastructure",FAIL
AI,76.53,Path Robotics,"Machine Learning Engineer, Perception",AI,Company_wise_Resume/Path_Robotics_Machine_Learning_Engineer_Perception,https://jobright.ai/jobs/info/69d6d5e2e63cea7a8b66c8d1,https://boards.greenhouse.io/embed/job_app?token=8499372002&utm_source=jobright,,,"Machine learning, Deep learning, Python, PyTorch, Computer vision, Containerized deployment",FAIL
AI,76.12,Wave Mobile Money,Applied AI Scientist - LLMs & Voice,AI,Company_wise_Resume/Wave_Mobile_Money_Applied_AI_Scientist_-_LLMs_Voice,https://jobright.ai/jobs/info/69f76179a3d34b4f76f5b7bb,https://boards.greenhouse.io/embed/job_app?token=5779974004&utm_source=jobright,Backend engineering; Embeddings,Backend engineering; RAG; Embeddings,"AI/ML engineering, Python, Statistics, Machine learning theory, Large Language Models (LLMs), Prompt engineering, ML model production deployment, Speech AI, English language",FAIL
AI,71.66,Netflix,"Software Engineer L4/L5 - Data and Feature Infrastructure, Machine Learning Platform",AI,Company_wise_Resume/Netflix_Software_Engineer_L4L5_-_Data_and_Feature_Infrastruc,https://jobright.ai/jobs/info/69d71840706f771673bafc98,https://explore.jobs.netflix.net/careers/job/790300763299?microsite=netflix.com&utm_source=LinkedIn&domain=netflix.com,Apache Spark; Kafka,Apache Spark; Kafka; Scala,"Machine Learning Infrastructure, Python, AWS",FAIL
AI,66.67,Anthropic,"Applied AI Engineer, Life Sciences (Beneficial Deployments)",AI,Company_wise_Resume/Anthropic_Applied_AI_Engineer_Life_Sciences_Beneficial_Deplo,https://jobright.ai/jobs/info/6986b1328da7a6120461970a,https://boards.greenhouse.io/embed/job_app?token=5111942008&utm_source=jobright,,,"Large Language Models, Prompt Engineering, Software Engineering",FAIL
