Company,Title,Location,Publish Time,Salary,Work Model,Match Score,Applicants,Min YOE,H1B Sponsor,Matched Skills,Missing Skills,URL
Mage,Full-Stack Engineer,"Santa Clara, CA",12 hours ago,N/A,Onsite,96.3544,114,N/A,True,"Python, Node.js, React, TypeScript, APIs, Databases, Cloud infrastructure, AWS, GCP, Azure, Data engineering, AI/ML infrastructure","Web architecture, Secure development practices, Product-minded",https://www.mage.ai/company/careers/full-stack-engineer
RevSpring,Senior Software Engineer - Frontend,United States,11 hours ago,N/A,Onsite,97.131,60,3,True,"Javascript, TypeScript, React, Node.js, Software Design Patterns, Unit Testing, Functional Testing, Web Fundamentals, Cloud Deployment","Webpack, Gulp",https://recruitingbypaycor.com/career/JobIntroduction.action?clientId=8a7883d0798f66af0179905b7890010b&id=8a78859e9c72dc3f019c9c3d2ff17e82&source=&lang=en
Amplify,Software Engineer (Contractor),United States,4 hours ago,$70/hr - $70/hr,Remote,95.0514,165,3,True,"JavaScript frameworks, React, Software design principles, Software development, Server-side development, Node.js, Database technologies, MongoDB, Cloud environments, AWS, GCP, Azure, TypeScript, Express, AI technologies, Large language models, Automated testing frameworks","Complex systems, Large codebases, Nx, ESBuild, Agentic coding tools, Jest, WebdriverIO",https://amplify.wd1.myworkdayjobs.com/Amplify_Careers/job/Remote---United-States/Software-Engineer--Contractor-_Req_12658?source=LinkedIn
Ironclad,AI Engineer,"San Francisco, CA",6 hours ago,$150K/yr - $180K/yr,Hybrid,83.3378,200,N/A,True,"Large language models, Vector databases, Machine learning model training, Machine learning model evaluation, Machine learning model serving, Python, RESTful APIs, Natural language processing (NLP), Text classification, AI frameworks, Cloud platforms, Google Cloud Platform (GCP), Amazon Web Services (AWS), Microsoft Azure, Version control systems, Git, Software engineering fundamentals","Retrieval-augmented generation (RAG) systems, Embedding models, Backend service development, Entity extraction, Document understanding, Question answering, PyTorch, TensorFlow, HuggingFace, OpenAI APIs, LangChain",https://jobs.ashbyhq.com/ironcladhq/683508f2-85c0-4d73-8dbc-c4ea54712f63/application
SambaNova,Software Engineer,"San Jose, California, United States",4 hours ago,N/A,Onsite,97.1689,78,4,True,"Software Engineering, Python, Unit testing, Integration testing, End-to-end testing, Kubernetes, Software development best practices, Coding standards","Go, Rust, Kubernetes Operator pattern",https://boards.greenhouse.io/embed/job_app?token=5817837004&utm_source=jobright
Bamboo Health,Software Engineer,United States,12 hours ago,N/A,Remote,89.3828,200,2,True,"Java, Object-oriented development, Relational database design, SQL, AWS, Public cloud environments, JavaScript, AI-supported tools, Analytical skills","ORM, Spring Boot, Automated testing, Curiosity, Judgment",https://ats.rippling.com/bamboo-health-careers/jobs/9f54b0ae-2b18-4f3d-90bc-3d2c4e83110e
TTX Company,Data Engineer,"Charlotte, NC",6 hours ago,$77K/yr - $100K/yr,Onsite,92.7487,200,2,True,"Data Integration, Data Modeling, Data Quality, Data Engineering, SQL, Python, Power BI, Azure Synapse, Data Pipelines, ETL/ELT, API Design, Data Governance, Data Analytics, Data Science Integration","Microsoft SSIS, Microsoft SSAS, Azure Fabric, Change Data Capture (CDC), Development, Data Replication",https://www.linkedin.com/jobs/view/4403748761
Ritchie Bros.,Software Engineer,"Westchester, IL",11 hours ago,N/A,Hybrid,95.0594,191,3,True,"React, Microsoft Azure, Azure App Services, Azure SQL, Azure Storage, SQL Server, PostgreSQL, Query optimization, Performance tuning, RESTful API design, Agile, Scrum, Software development lifecycle, Docker, Container orchestration",".NET Framework, .NET Core, C#, Azure Service Bus, Database schema design, AI-assisted development tools",https://fa-exew-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/job/9160/?utm_medium=jobshare&codes=JBLI&utm_campaign=HR-talentacquisition-LinkedIn-13-26&utm_medium=social-paid&utm_source=linkedin.com
Mage,Front-End Engineer,"Santa Clara, CA",12 hours ago,N/A,Onsite,86.5697,98,N/A,True,"React, TypeScript, Modern web tooling, Data visualization, Performance optimization, Design systems","State management, Motion design, UX flow",https://www.mage.ai/company/careers/front-end-engineer
Genesys,"Sr. Software Engineer, Full Stack — Agentic AI",United States,6 hours ago,$116K/yr - $203K/yr,Remote,80.815,62,5,True,"Frontend development, API design, TypeScript, JavaScript, Java, Python, Node.js, Large language models, Autonomous tool usage, AWS, AWS Lambda, AWS ECS, Ownership mindset","Full stack development, Backend development, Agentic system design, Multi step reasoning, Planning structures, Evaluation techniques for AI systems, AWS Fargate, Self direct, Execute, Deliver results in ambiguous environments",https://genesys.wd1.myworkdayjobs.com/genesys/job/Virtual-Office-Texas/Sr-Software-Engineer--Full-Stack---Agentic-AI_JR110668
Genworth,Senior Data Engineer,United States,2 hours ago,$115K/yr - $227K/yr,Remote,75.2561,25,7,True,"Python, SQL, Databricks, ETL/ELT design, Data modeling, Data quality practices, Distributed data processing, Data pipeline engineering, Data observability, Data security, RBAC","Spark, Delta Lake, Lakehouse architecture, Data validation, Anomaly detection, Data privacy, PII handling",https://careers.genworth.com/us/en/job/GFOGFYUSREQ260132EXTERNALENUS/Senior-Data-Engineer?utm_source=linkedin&utm_medium=phenom-feeds
JPMorganChase,Software Engineer II - ReactJS,"450 W 33rd St, New York, NY, 10001, US",4 hours ago,$119K/yr - $150K/yr,Onsite,92.6426,96,2,True,"Software Engineering Concepts, System Design, Testing, ReactJS, Typescript, JavaScript, HTML, CSS, Database Querying, Software Development Life Cycle, Agile Methodologies, CI/CD, Cloud Technologies, Object-Oriented Programming, Java","Application Development, Operational Stability, Application Resiliency, Security, Spring Boot",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210740775
Ironclad,Senior Software Engineer - Search and Discovery,"San Francisco, CA",9 hours ago,$180K/yr - $200K/yr,Hybrid,89.5622,200,4,True,"JavaScript, TypeScript, ReactJS, Node.js, Front-end architecture, Testing strategy, Docker, Kubernetes, Google Cloud Platform","UI performance optimization, Accessible user interfaces, Mobile-friendly interfaces, Cross-team communication",https://jobs.ashbyhq.com/ironcladhq/8f85abf1-c8ab-4868-a6a1-2720d2433db5/application
Goldman Sachs,Software Development Engineer | Dallas | 2026,"Dallas, TX",7 hours ago,N/A,Onsite,93.1071,200,2,True,"Java, C++, Python, Concurrency, React, Angular, Redux, JavaScript, NoSQL Databases, MongoDB, MS Office","Memory Management, Elastic Search, Self-direction, Commercial Savvy",https://hdpc.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/job/154310/?utm_medium=jobshare&mode=job&iis=LinkedIn
Resolve Tech Solutions,Full Stack Engineer,"Texas, United States",6 hours ago,N/A,Onsite,94.0295,200,3,True,"Frontend frameworks - React, Frontend frameworks - Angular, Frontend frameworks - Vue, Backend frameworks - Node.js/Express, Relational databases - PostgreSQL, Relational databases - MySQL, NoSQL databases - MongoDB, RESTful APIs, GraphQL, Containerization - Docker, Container orchestration - Kubernetes, Cloud platforms - AWS, Cloud platforms - Azure, Cloud platforms - GCP, Version control - Git, CI/CD pipelines, Microservices, Automated testing frameworks","Backend frameworks - Django, Backend frameworks - Spring Boot, Backend frameworks - .NET Core, Distributed systems, Message queues - Kafka, Message queues - RabbitMQ, Message queues - SQS",https://www.linkedin.com/jobs/view/4403766372
Kiewit,Data Engineer-Kiewit Nuclear Solutions,United States,4 hours ago,$136K/yr - $142K/yr,Remote,85.582,67,6,True,"Data Engineering, Data Analytics, Azure Databricks, Azure Data Lake, Azure Data Factory, SQL Server, Python, Git, Data Modeling, ETL/ELT Pipelines, Performance Optimization, Data Governance","Data Warehousing, PySpark, Spark SQL, Snowflake, Data Quality Frameworks, Troubleshooting Data Workflows",https://www.linkedin.com/jobs/view/4393487868
Zoom,Senior Software Engineer,"San Jose, CA",6 hours ago,$99K/yr - $229K/yr,Hybrid,89.4097,36,5,True,"Java, Microservices Architecture, RESTful APIs, AWS, Azure, GCP, SQL, NoSQL, MySQL, DynamoDB, MongoDB, Cloud infrastructure, Multi-threaded concurrent programming, AI agent design, Strategic thinking","Spring Boot, Spring MVC, Elasticsearch, AI-powered coding, Testing tools, Development",https://zoom.wd5.myworkdayjobs.com/Zoom/job/San-Jose-CA/Senior-Software-Engineer_R19057-1?source=linkedin
Acosta,Senior Data Engineer - Palantir Foundry,"Dallas, TX",4 hours ago,N/A,Hybrid,89.9115,25,4,True,"Data Engineering, Software Engineering, Python, SQL, Data Modeling, Data Governance, Data Quality","Palantir Foundry, Distributed Processing Frameworks, Spark, PySpark, Enterprise Data Architecture",https://eczy.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26459/?utm_medium=jobshare&utm_source=External+Job+Share
Nomi Health,Software Engineer (Backend),United States,6 hours ago,N/A,Remote,95.9476,79,3,True,"Java, C++, API development, AWS, SQL, NoSQL, Docker, Kubernetes","Go, Backend service development, Distributed systems",https://jobs.lever.co/nomihealth/02209b2a-6117-4be1-9871-10f22361a81f/apply?utm_source=jobright
RRD,IL0207-Software Engineer II,United States,3 hours ago,$118K/yr - $118K/yr,Remote,90.3526,83,2,True,"Web technologies, Web services, Java, C++, SQL databases, HTML, CSS, JavaScript, Angular, MySQL, REST, Git, Microservices","Web-based UI, Back-end programming, C#, Microsoft platform technologies, Java platform technologies, Spring Boot, GRPC",https://jobs.smartrecruiters.com/RRDonnelley/744000122743119-il0207-software-engineer-ii
Electronic Arts (EA),AI Enablement Engineer,"Austin, TX",4 hours ago,CA$122K/yr - CA$171K/yr,Hybrid,82.0932,200,4,True,"Python, JavaScript, HTML, CSS, Agentic AI software engineering, Prompt engineering, AI agents, AI assistants, Vector databases, Model tuning, Model evaluation, Model benchmarking, Cloud services, AWS, Azure, GCP, Microservices design, CI/CD, Software engineering","C#, Context engineering, Agentic architectures, Tool calling, Model Context Protocol (MCP), Retrieval-Augmented Generation (RAG), Embeddings, Model guardrails, Enterprise architecture, Telemetry, Infrastructure as code",https://jobs.ea.com/en_US/careers/JobDetail/AI-Enablement-Engineer/211565?source=LinkedIn
Citi,Applications Development Java Programmer – Assistant Vice President,"New Castle, DE",5 minutes ago,$107K/yr - $161K/yr,Onsite,81.7525,25,5,True,"Java, API design, Cloud engineering, RESTful APIs, SQL, NoSQL databases, MongoDB, Cloud-native technologies, Kubernetes, Clean code principles, Design patterns, Software development lifecycle, Agile methodologies, DevOps practices, CI/CD pipelines","Spring Framework, Spring Boot, Oracle, OpenShift, Messaging systems, MQ, Kafka, Systems analysis, Financial domain - Payments, Work autonomously",https://ad.doubleclick.net/ddm/trackclk/N4789.466581LINKEDIN.COM/B31905749.393702677;dc_trk_aid=614240951;dc_trk_cid=235979136;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=;ltd=;dc_tdv=1;dc_transparent=1;?https://jobs.citi.com/job/-/-/287/94342680368?source=APPLICANT_SOURCE-3-354&utm_medium=job_posting&utm_campaign=nam_experienced&utm_content=social_media&utm_term=393702677&ss=paid&utm_source=linkedin
AIG,"Senior Manager, Data Engineering","Bedford, NH",40 minutes ago,N/A,Onsite,79.1394,25,2,True,"Metadata-driven ETL frameworks, AWS, Generative AI, Data engineering automation","Pyspark, Informatica IICS, Cloud-native data architecture, Snowflake, Code Whisperer",https://aig.wd1.myworkdayjobs.com/aig/job/NH-Bedford/Senior-Manager--Data-Engineering_JR2601893-1?source=LinkedIn
Kuvare Holdings,Digital Developer,"Cedar Rapids, IA",5 minutes ago,N/A,Onsite,87.3496,25,N/A,True,"JQuery, HTML, CSS, JavaScript, Angular Framework, Restful APIs, SQL","C#, Bootstrap, Active Reports, TFS (source control), Data privacy practices",https://ats.rippling.com/kuvare-jobs/jobs/5effaf32-19f4-404b-a3ec-e01c7810bb94
Rubrik,Software Engineer - Ruby AI,"Palo Alto, CA",2 hours ago,$152K/yr - $229K/yr,Hybrid,93.6588,63,3,True,"Python, Java, C++, AI-powered applications, AI/ML technologies, API design, API debugging, GraphQL, REST","Go, API testing, GRPC, Clear written",https://boards.greenhouse.io/embed/job_app?token=7844075&utm_source=jobright
Redwood Living,AI Developer I,"Independence, OH",10 hours ago,N/A,Onsite,92.0451,25,N/A,True,"Microsoft Power Platform, Power BI, Power Apps, Dataverse, Machine Learning, AI Application Patterns, Relational Data Modeling, REST APIs, JSON, Model Evaluation, Analytical Thinking","Respectfulness, Empathy, Business Acumen",https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=fd38af2b-a890-4549-ad45-f41db5f15281&ccId=9200390725977_2&jobId=624970&source=LR&lang=en_US&source=LI&source=LI
Aura,"Software Engineer, Backend",United States,6 hours ago,N/A,Remote,88.4049,64,4,True,"Python, Containers, Docker, Kubernetes, Cloud Environments, AWS, Git","Backend Development, Linux, Terraform",https://boards.greenhouse.io/embed/job_app?token=5837490004&utm_source=jobright
JPMorganChase,Software Engineer II - Cloud FinOps and Technology Delivery Engineer,"8181 Communications Pkwy Bldg F, Plano, TX, 75024, US",59 minutes ago,N/A,Onsite,91.0889,25,2,True,"Software engineering, Cloud computing, AWS, Azure, GCP, Data analysis, Excel, SQL, Agile methodology, Analytical skills","Cloud operations, Financial analysis, Tableau, Jira, Confluence, Curiosity",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210739146
Mastercard,Software Engineer II,"O'Fallon, MO",7 hours ago,$92K/yr - $147K/yr,Hybrid,97.3913,200,N/A,True,"Java, CI/CD, Git, Cloud platforms, AWS, Docker, HTML, JavaScript, Angular, React, SQL, NoSQL, PostgreSQL, RESTful APIs, Microservices architecture, Object-oriented programming, Software design patterns, System performance optimization, Algorithms, Data structures, Agile, Scrum","Spring Boot, Apache Kafka, Event driven architecture, Jenkins, PCF, Distributed systems, Kanban",https://careers.mastercard.com/us/en/job/MASRUSR269309EXTERNALENUS/Software-Engineer-II?utm_source=linkedin&utm_medium=phenom-feeds&source=LINKEDIN
RevSpring,Software Engineer I - Enrichment,"Columbus, OH",11 hours ago,N/A,Onsite,97.131,45,1,True,"Python, Object-Oriented Programming, Relational Databases, NoSQL Databases, Git, Docker, Cloud Infrastructure, Data Handling, Clean Code Development","Networking Fundamentals, Security Best Practices",https://recruitingbypaycor.com/career/JobIntroduction.action?clientId=8a7883d0798f66af0179905b7890010b&id=8a78859f9d4aea0c019d8c8631e43c7f&source=&lang=en
Commure,"Fullstack Engineer, Integrations","Mountain View, CA",3 hours ago,$135K/yr - $200K/yr,Hybrid,86.1219,200,2,True,"JavaScript, HTML, CSS, Python, C++, Git, Google Cloud Platform, Amazon Web Services, Docker, Kubernetes, Relational Databases, Non-relational Databases","Go, Monitoring, Alerting Tools, Healthcare Integration, HL7, FHIR, HIPAA Compliance",https://jobs.ashbyhq.com/Commure/39e07152-a3d2-47c0-8c5b-36e8b3a6cdf5/application?utm_source=PnDq6E4Omw&source=X34Yya61zq
USAA,AI/ML Engineer II,"Phoenix Campus (Main), US",2 hours ago,N/A,Onsite,80.7424,25,2,True,"NumPy, BigQuery, HTML, CSS, Scikit-learn, NLTK, Google Cloud Platform, Cloud Storage, Microsoft Azure, AWS S3, AWS EC2, GitLab CI/CD, Docker","Pandas, PySpark, Snowflake SQL, XGBoost, TensorFlow, PyTorch, Vertex AI, Snowflake Snowpark, OpenShift, Apache Airflow, Control-M, FastAPI, Flask, Domino",https://usaa.wd1.myworkdayjobs.com/USAAJOBSWD/job/Phoenix-Campus-Main/AI-ML-Engineer-II_R0117273
IBM,Associate Data Engineer – Client Innovation Center (Entry Level),"Lansing, MI",6 hours ago,N/A,Onsite,97.4018,200,N/A,True,"Computer science fundamentals, Data structures, Algorithms, Python, SQL, Data manipulation tools, ETL/ELT concepts, Relational databases, Data modeling, Version control, Analytical skills","Cloud data platforms, Apache Spark, PySpark, Modern data warehouse technologies, Learn quickly",https://ibmglobal.avature.net/en_US/careers/JobDetail?jobId=87015&src=SN_LinkedIn
OneMagnify,AI Engineer,United States,7 hours ago,N/A,Remote,88.5664,200,2,True,"Data Science, Artificial Intelligence, Large Language Models, Object-oriented programming, DataBricks, Data analytics, Python, SQL, PowerBI, Project management","Business intelligence tools, R, Domo, Tableau",https://onemagnify.wd5.myworkdayjobs.com/OneMagnify_Careers/job/Remote/AI-Engineer_R1995?source=LinkedIn
Gamma,UI Engineer,"San Francisco, CA",6 hours ago,$180K/yr - $275K/yr,Hybrid,92.1878,27,3,True,"React, CSS, CSS Flexbox, CSS Grid, CSS Animations, CSS Transforms, Cross-browser compatibility, Performance optimization","Animation libraries, Accessible component libraries, UI design systems, Building complex interactive UIs",https://jobs.ashbyhq.com/gamma/04e7a228-b432-46f0-84b5-fc47b05f6790?source=LinkedIn
FICO,"Sr Software Engineer (Java, Streaming)",United States,12 hours ago,$122K/yr - $192K/yr,Remote,86.0347,200,N/A,True,"Software Design Principles, Java, Software Design Patterns, Cloud Deployment Models, Kubernetes, Docker, MySQL, Microservice Architecture, Data Flow Concepts, Multi-cloud Platforms, Coaching","Software Architecture, Spring Framework, Open-source Technologies, Oracle, Stream Processing Platforms, Domain-driven Design, Event-driven Architecture",https://fico.wd1.myworkdayjobs.com/en-US/External/job/Work-from-Home-United-States/Sr-Software-Engineer--Java--Streaming-_31383?source=LinkedIn
Metrolina Greenhouses,Junior Software Engineer,"Huntersville Salary, Huntersville, NC, US",5 hours ago,N/A,Hybrid,88.9318,74,0,True,"Object-oriented programming, Java, Software development fundamentals, Version control, Debugging, Unit testing, RESTful APIs, JSON, SQL, Relational databases, Data transformation, Data mapping","C#, .NET Core, HTTP methods, XML, Data validation",https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=c21fbcfb-994b-4c7a-8ab0-2c20bd60bcdd&jobId=9201839106394_1
NetJets,"Software Engineer, Associate (NJUS)","Columbus, OH",3 hours ago,N/A,Onsite,96.8787,72,2,True,"Java, C++, JavaScript, Python, Cloud services - AWS, Web development, Agile methodologies",Mobile development,"https://netjets.jobs.hr.cloud.sap/us/job/Columbus-Software-Engineer,-Associate-(NJUS)-OH-43219/1374174100/?feedId=386400&utm_source=LinkedInJobPostings&utm_campaign=NJUS_LinkedIn&src=LinkedIn"
Kuvare Holdings,Digital Developer,"Des Moines, IA",35 minutes ago,N/A,Onsite,84.6705,33,N/A,True,"JQuery, HTML, CSS, JavaScript, Angular Framework, Restful APIs, SQL","C#, Bootstrap, Active Reports, TFS, Data Privacy Practices",https://ats.rippling.com/kuvare-jobs/jobs/5effaf32-19f4-404b-a3ec-e01c7810bb94
Gamma,"Software Engineer, Full Stack","San Francisco, CA",7 hours ago,$180K/yr - $275K/yr,Hybrid,94.0412,83,3,True,"Full-stack web development, TypeScript, React, Node.js, Large Language Models (LLMs), Prompt engineering, AI/ML systems, Frontend engineering, API design, Self-driven mindset","State management, Image generation models, Curiosity",https://jobs.ashbyhq.com/gamma/068f61d9-3dad-4564-9bca-7b4547e69e55?source=LinkedIn
Shake Shack,Analytics Engineer – Data Quality Lead,"New York, NY",9 hours ago,$122K/yr - $160K/yr,Hybrid,95.6449,27,3,True,"Analytics Engineering, Data Modeling, SQL, Dbt, Data Quality Monitoring, Version Control (Git), Software Engineering Best Practices, Data Observability Platforms, CI/CD Pipeline Concepts, Python","Cloud Data Warehouses, AI Coding Assistants, Data Orchestration Tools, Business Intelligence Tools, Machine Learning Workflows, Stakeholder Management",https://jsv3.recruitics.com/redirect?rx_cid=3568&rx_jobId=JR12307-1&rx_url=https%3A%2F%2Fcareers.shakeshack.com%2Fanalytics-engineer-data-quality-lead%2Fjob%2FP1-5247522-0%3Frx_id%3D1dee3bb0-3a9b-11f1-b853-77aa7e9d4a1b%26rx_job%3DJR12307-1%26rx_medium%3Dpost%26rx_paid%3D0%26rx_r%3Dnone%26rx_source%3Dlinkedin%26rx_ts%3D20260424T125007Z
ZoomInfo,Senior Data Pipeline Analyst,"Vancouver, WA",4 hours ago,$102K/yr - $161K/yr,Hybrid,92.1621,120,5,True,"Data pipelines, ETL systems, Data processing infrastructure, Python, SQL, Code analysis, Data transformations, Data profiling, Data matching","Technical architecture, Entity resolution, Record linkage",https://www.zoominfo.com/careers?gh_jid=8408632002&gh_src=d14a9e1e2
Cognizant,.Net Solution Architect,"Stratford, CT",4 hours ago,$110K/yr - $130K/yr,Onsite,83.0107,25,N/A,True,"AWS Cloud, Microservices Architecture, RESTful API Design, API Integration, Angular, Microsoft SQL Server, PostgreSQL, Jenkins CI/CD, Design Patterns","C#, .NET Core Framework, Distributed Systems, Disaster Recovery Design, SOLID Principles, Enterprise Architecture",https://careers.cognizant.com/global-en/jobs/00067763471/net-solution-architect/?source=JB-11500
