Company,Title,Location,Publish Time,Salary,Work Model,Match Score,Applicants,Min YOE,H1B Sponsor,Matched Skills,Missing Skills,URL
Empower Pharmacy,Full Stack Developer,United States,1 hour ago,N/A,Remote,78.3052,25,3,True,"JavaScript Frameworks, APIs, System Design, Performance Optimization, Continuous Integration, Deployment","Full Stack Development, Backend Languages, Database Management, Scalability, Secure Coding Practices, Regulatory Compliance, Data Protection Standards, Agile Development, AI-assisted Development Tools",https://job-boards.greenhouse.io/empowerpharmacy/jobs/4234731009?mode=apply&iis=LinkedIn
Latham & Watkins,Senior AI Software Engineer,US-CA-Los Angeles,7 hours ago,$160K/yr - $180K/yr,Hybrid,92.0347,25,3,True,"Python, Machine Learning, Generative AI, LangChain, API development, Web standards for API development, React, TypeScript, Node.js","Django, Flask, FastAPI, Full-stack AI application development, Agile teamwork",https://careers-lw.icims.com/jobs/5663/senior-ai-software-engineer/job?in_iframe=1
Goldman Sachs,Asset & Wealth Management-Software Engineering-Associate-Dallas,"Dallas, TX",7 hours ago,N/A,Onsite,98.0,180,3,True,"Java, Object Oriented Development, Microservices Architecture, API Development, Relational Databases, NoSQL Databases, Source Control Management, Application Architecture Design Patterns","Agile Methodology, Analytical Thinking",https://hdpc.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/job/163040/?utm_medium=jobshare&mode=job&iis=LinkedIn
KAYAK,Senior Frontend Software Engineer,"Cambridge, MA",4 hours ago,$140K/yr - $160K/yr,Hybrid,89.1178,34,4,True,"Web application development, CSS, HTML, JavaScript, React, Angular, Vue.js, Java, Object-oriented programming","Browser performance optimization, C#, AI tools for software development, Judgment",https://jobs.ashbyhq.com/kayak/06259ce3-3661-413c-836e-e1f8ac75df5b/application?utm_source=JobWrapping
Vedasoft Inc,.Net Fullstack Developer,"Washington, DC",6 hours ago,N/A,Hybrid,88.8218,200,N/A,True,"HTML, CSS, JavaScript, Angular, React, Vue.js, SQL Server, PostgreSQL, Git","C#, .NET Core, ASP.NET, Entity Framework",https://www.linkedin.com/jobs/view/4407941737
Peloton Interactive,"Software Engineer III, Social","New York, New York",4 hours ago,$140K/yr - $166K/yr,Hybrid,89.0918,44,3,True,"AI tools proficiency, Deployment, Event-driven architecture, Relational databases, NoSQL databases, Python, REST, GraphQL, Kubernetes, Terraform, GitHub Actions","Backend systems development, Service building, Caching systems, Kotlin, GRPC, Jenkins",https://boards.greenhouse.io/embed/job_app?token=7871305&utm_source=jobright
Burger King,"Analyst, Data Engineer, Burger King","Miami, FL",4 hours ago,N/A,Onsite,87.9608,166,N/A,True,"SQL, Version control, Python, AWS, Data modeling","Snowflake, Workflow orchestration",https://www.indeed.com/viewjob?jk=503ea824e5f46a41
Infinity Constellation,Junior AI Engineer (Clients) - Supernal,United States,10 hours ago,$15/hr - $20/hr,Remote,95.3055,104,2,True,"API Development, Debugging, Software Engineering Fundamentals, OAuth, API Keys, Data Modeling, Code Review","Backend Services, Automated Testing, Production Systems",https://www.infinityconstellation.com/openings?ashby_jid=d787f0c1-70d5-4f62-9f97-584603c82baf&utm_source=AdrvexKe10
HDR,Senior Software Engineer,"Boston, MA",13 hours ago,$129K/yr - $185K/yr,Onsite,90.7255,140,6,True,"Web application development, JavaScript, TypeScript, React, HTML, CSS, Git, RESTful APIs, Node.js, Relational databases, Non-relational databases, PostgreSQL, MongoDB, Azure cloud platform, AI agents, Machine learning, AI model integration","Vue, Azure DevOps, Jira, Backend development, Dot NET Core, Vercel, OpenAI APIs, Commitment to employee-owned culture",https://hdr.taleo.net/careersection/ex/jobdetail.ftl?job=190711&lang=en&src=SNS-10025
Orion,Senior Software Engineer,"Omaha, NE",9 hours ago,$108K/yr - $170K/yr,Hybrid,90.5779,200,3,True,"RESTful Services, Web Services, SQL Server, AngularJS, JavaScript, CSS, HTML","ASP.NET Web API, Entity Framework, C#, Stakeholder Management",https://orionadvisor.wd1.myworkdayjobs.com/Orion_Careers/job/Omaha/Software-Engineer_R2602?source=LinkedIn
Outcomes®,Full Stack Engineer,"Orlando, FL",11 hours ago,N/A,Onsite,93.4506,200,3,True,"Java, JavaScript, React, REST services, Microservices, Cloud services, AWS, Relational databases","Spring Boot, Infrastructure as code, Technical inquisitiveness",https://www.paycomonline.net/v4/ats/web.php/portal/7E4EB3D649413723D5706AFD08F9EF3D/jobs/155221
"Alamar Biosciences, Inc.",Senior Software Engineer,"Fremont, California",15 hours ago,$155K/yr - $180K/yr,Onsite,93.2318,25,4,True,"Python, JavaScript, TypeScript, C++ programming, Software engineering principles, Version control, Git, GitHub, Debugging, Software testing, Azure, Web development","C# programming, FDA-regulated software development, Cloud infrastructure management, Blazor, Database management, Analytical skills",https://boards.greenhouse.io/embed/job_app?token=5826110004&utm_source=jobright
Goldman Sachs,Asset & Wealth Management - Software Engineer - Associate - Dallas,"Dallas, TX",5 hours ago,N/A,Onsite,97.5703,200,N/A,True,"Java, Python, AWS, JavaScript, React, Redux, Non-relational databases, Relational databases, Data structures, Algorithms, Object-oriented analysis, Interpersonal ability","C#, Ruby on Rails, Go, Functional analysis",https://hdpc.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/job/166092/?utm_medium=jobshare&mode=job&iis=LinkedIn
Iterable,Software Engineer II,United States,12 hours ago,$114K/yr - $188K/yr,Remote,87.6685,200,3,True,"Software development, Java, Web application development, Postgres, English language, Facilitation","Scala, Elasticsearch, Data pipeline systems, On-call responsibilities, Passion for learning",https://job-boards.greenhouse.io/iterable/jobs/7783095
Qualcomm,Compiler Software Engineer,"San Diego, CA",9 hours ago,$99K/yr - $148K/yr,Onsite,78.0664,32,1,True,"Software development, Debugging techniques, Debugger tools, MLIR, Algorithms, Optimization, Data structures","Compiler design, Processor architecture, Systems concepts, Programming tools, Linker tools, Profiler tools, Simulator development, Benchmarking, LLVM, GCC, Halide, TVM, Mathematical techniques for programming languages, Representation",https://careers.qualcomm.com/careers/job/446718380167?hl=en-US&utm_source=linkedin&domain=qualcomm.com&source=APPLICANT_SOURCE-6-2
SeaWorld Parks & Entertainment,Web Engineer - Back End,"SeaWorld Parks & Entertainment Corporate - Orlando, FL, US",4 hours ago,N/A,Onsite,80.1543,29,4,True,"REST APIs, Asynchronous programming, Node.js, API frameworks, Unit testing, Integration testing, Mocking frameworks, Azure, AWS, Troubleshooting","C#/.NET, ASP.NET Core, Dependency injection, API validation, Secure API development, Automated testing, XUnit, NUnit, Jest, MSTest, Moq, Cloud-native development, GCP, Sitecore headless, Composable Sitecore patterns, CMS backend integration, Content delivery, Distributed systems, High-traffic platform support, Peak-load readiness",https://seaworldentertainment.wd1.myworkdayjobs.com/sea/job/SeaWorld-Parks--Entertainment-Corporate---Orlando-FL/Web-Engineer---Back-End_JR132051
Tinder,"Software Engineer, iOS","Los Angeles, CA",2 hours ago,$140K/yr - $160K/yr,Hybrid,60.9544,25,1,True,"Unit testing, Public API development","IOS development, Swift, Swift concepts, App performance optimization, MVVM architecture, Clean architecture, IOS memory management, Protocol-oriented programming, Agile methodologies, Mobile SDK development, Native iOS frameworks, Legacy code maintenance, In-App Purchases, StoreKit",https://www.linkedin.com/jobs/view/4407962644
HockeyStack,AI Engineer,"San Francisco, CA",12 hours ago,$180K/yr - $220K/yr,Onsite,74.3579,200,N/A,True,"LLM-powered applications, Agentic AI systems, Node.js, JavaScript, TypeScript, AI frameworks, Ownership-first mindset","Backend engineering, Multi-agent systems, Agent state management, Agent memory management, Context management, Multi-model architectures, Production deployment, Curiosity, Feedback-driven",https://jobs.ashbyhq.com/hockeystack/449b62dd-434d-4f42-b005-cf2bc74dba4d?source=linkedin
Substack,Full Stack Software Engineer - Community,United States,23 hours ago,$140K/yr - $260K/yr,Remote,97.6997,190,3,True,"Software Engineering, TypeScript, Node.js, Express, React, PostgreSQL",Autonomy,https://substack.com/jobs?ashby_jid=46b21719-a949-44ab-8b0f-8baa1c7f0392&utm_source=RK4zl3ZOGq
KAYAK,Senior Frontend Software Engineer,"Concord, MA",4 hours ago,$140K/yr - $160K/yr,Hybrid,87.0396,46,4,True,"CSS, HTML, JavaScript, React, Angular, Vue.js, Java, Performance optimization","C#, AI tools for software development, Debugging full-stack applications, Software architecture, Judgment",https://jobs.ashbyhq.com/kayak/f41f65e2-ae80-46ea-967b-845c0b9d6646/application?utm_source=JobWrapping
SynergisticIT,entry level AI engineer/ML engineer /Java software developer,"Jersey City, NJ",20 hours ago,$90K/yr - $154K/yr,Onsite,98.0,200,N/A,True,"Java, Python, DevOps, Cloud Engineering, Data Analytics, Data Engineering, Data Science, Machine Learning, Artificial Intelligence",Full Stack Development,https://www.linkedin.com/jobs/view/4407674066
First Solar,Developer I USA,"Perrysburg, OH",2 hours ago,$62K/yr - $89K/yr,Onsite,96.6917,37,2,True,"HTML, JavaScript, CSS, SQL, PL/SQL, API development, REST, Computer programming, Software development, Cloud technologies, Databases, RDBMS, NoSQL, Software Development Lifecycle, Git version control, Growth mindset","Oracle Application technologies, SOAP, Enterprise technologies",https://fa-esbv-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/job/1024427/?utm_medium=jobshare
Suffolk Construction,Site AI Engineer,"Boston, MA",9 hours ago,$152K/yr - $222K/yr,Onsite,91.8837,37,4,True,"AI engineering, Full-stack data applications, Data science, LLM solutions, RAG solutions, Agentic AI solutions, Python, SQL, Fast API, Databricks Lakehouse, Vector stores, DevOps, GitHub Actions, Terraform, CI/CD tooling, Git, GitHub workflow, ETL design","Construction industry experience, Process excellence, Lean, Six Sigma Green Belt, Coding assistants, Claude Code, Devin AI, MS Copilot, Infrastructure as Code, CloudFormation, ELT design, Airflow",https://careers-suffolkconstruction.icims.com/jobs/11113/site-ai-engineer/job?mode=apply&iis=LinkedIn
Baseten,Software Engineer - Core Product,"San Francisco, CA",12 hours ago,$165K/yr - $330K/yr,Hybrid,98.0,200,N/A,True,"Python, JavaScript, Web applications, Databases, Machine learning infrastructure, API design",Go,https://jobs.ashbyhq.com/baseten/fc6e5f2e-eb2d-4a6c-8a51-8422e8662bde/application?utm_source=worNde4l4L
Dassault Systèmes,Java Developer,"Plano, TX",4 hours ago,$125K/yr - $160K/yr,Onsite,84.0562,200,4,True,"Java, Core Java, System-level design, Git, CI/CD pipelines, Object-oriented systems design, Performance optimization, JUnit, Ownership mindset","Jenkins, TeamCity, Memory management, Scalability, Test-driven development (TDD), SysML, UML, Modeling languages",https://www.3ds.com/careers/jobs/java-developer-547688?src=SNS-102
Creighton University,CRM Developer,"Omaha, NE",4 hours ago,N/A,Onsite,82.4088,25,1,True,"Lightning Components, Data integration, REST APIs, SOAP APIs","Salesforce, Apex, Visualforce, Salesforce APIs, Salesforce best practices, Data migration, Data Loader",https://hcps.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/job/297/?utm_medium=jobshare
Los Angeles Times,Senior Software Engineer,"El Segundo, CA",11 hours ago,$155K/yr - $165K/yr,Onsite,97.4264,200,4,True,"Java, Typescript, REST API Design, Micro-service Architecture, Docker, CI/CD, AWS Lambda, AWS DynamoDB, AWS ECS","AWS RDS, Analytical Thinking, Judgment",https://jobs.dayforcehcm.com/en-US/nantmedia/CANDIDATEPORTAL/jobs/1450?src=LinkedIn
Veros Real Estate Solutions (Veros),Hybrid Cloud Engineer,"Santa Ana, CA, US",1 hour ago,$130K/yr - $150K/yr,Hybrid,57.4715,27,N/A,True,"Microsoft Azure, Terraform, CI/CD, Access Management, Troubleshooting","Hybrid Cloud Platforms, Windows Server, Active Directory, VMware, Hyper-V, Networking, Infrastructure as Code, Bicep, Ansible, Identity, Azure AD, Entra ID, Security Controls",https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=ac01815d-618a-4a13-8f99-1a6c104a2f41&jobId=9201840691275_1
Anicca Data Science Solutions,Software Engineer,"Bellevue, WA",12 hours ago,$85K/yr - $105K/yr,Onsite,82.957,63,N/A,True,"C++, Python, SQL, MySQL, Large-scale distributed services, PowerBI","C#, ASP.net, Kernel Debugging, Networking, Linux Network Booting, PowerShell, Azure DevOps, Kusto, Cosmos DB, CIS",https://anicca-data-science-solutions-llc.careerplug.com/j/02ywobb
Oracle,OCI Developer,United States,36 minutes ago,$71K/yr - $158K/yr,Remote,80.8288,25,3,True,"REST web services, SQL, PL/SQL, Kubernetes, Docker, Terraform, Git, Bitbucket, Java, Python, C++","Oracle Fusion Applications, BI Publisher, OTBI, Financial Reporting Studio, Smart View, Oracle Integration Cloud, SOA Suite, SOAP web services, Oracle Autonomous Data Warehouse, Oracle Cloud Infrastructure, Maven, Gradle, Jenkins, Go, Analytical skills, Work in an Agile environment",https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/job/329813/?utm_medium=jobboard&utm_source=LinkedIn
"Reveille Technologies,Inc",Software Engineer,"San Jose, CA",8 hours ago,N/A,Onsite,86.0914,155,N/A,True,"C++, Artificial Intelligence, Machine Learning, Python","Creo Object Toolkit, ProToolkit customization, Creo API",https://www.linkedin.com/jobs/view/4407922431
USG,AI Engineer,"Chicago, IL",7 hours ago,$101K/yr - $135K/yr,Onsite,84.2182,52,2,True,"Containerization, Docker, Kubernetes, API design, Authentication, Scripting, Programming, Python, Terraform, API management, Event-driven integration, Data security","Azure AI services, Authorization, Data exchange patterns, Microsoft 365 Copilot, Copilot Studio, C#, Infrastructure as code, ARM templates, Secure service-to-service communication, IT security",https://careers.usg.com/jobs/7669788-ai-engineer?utm_source=LinkedIn
iManage,"Software Engineer (Japanese, English)",United States,10 hours ago,$100K/yr - $180K/yr,Remote,84.3148,200,N/A,True,"Java, Programming languages, Relational databases, NoSQL databases, Microservices architecture, Data security, Linux, CI/CD pipelines, Docker, Fluency in English","Full-stack development, High-transaction systems, Fault-tolerant design, System security, Secure coding, Threat modeling, Fluency in Japanese",http://imanagecom.applytojob.com/apply/vVRtBcjHa7?source=LinkedIn
CSSI,Software Developer,United States,11 hours ago,$140K/yr - $150K/yr,Remote,88.4548,200,2,True,"Java, SQL, HTML5, CSS3, JavaScript, JQuery, Git, Continuous Integration, Java 8+, MySQL Database, Bash Scripting, Cloud Infrastructure, RESTful Web Services, Eclipse IDE, JDBC, Authorization Service (JAAS)","J2EE, Bootstrap, Red Hat JBoss Enterprise Application Platform, Oracle Database, Red Hat Enterprise Linux, VMware, SOAP Web Services, JSON, GlassFish, Hibernate, Maven, JNDI, Java Authentication, Java Message Service (JMS)",https://recruiting.ultipro.com/CSS1000CSSI/JobBoard/7562179a-2ac9-40ad-a63f-7669f1e4b457/OpportunityDetail?opportunityId=f00fd4d0-f8b2-4731-9c77-c071a8182f39&source=LinkedIn&utm_source=LINKEDIN
Zendesk,"Senior Backend Engineer, Connectors & Discover","Madison, WI",35 minutes ago,$174K/yr - $260K/yr,Hybrid,75.0652,25,3,True,"Python, MongoDB, Data Pipelines, Analytics Infrastructure, ETL Tools, S3 Storage, NLP Pipelines, OAuth, Ownership Mindset","Backend Engineering, FastAPI, Elasticsearch, OpenSearch, Redis, Distributed Job Processing, RQ, Celery, Integration Platforms, Search Infrastructure, Dagster, Airflow, Embeddings, Retrieval-Augmented Generation (RAG) Systems, Multi-tenant SaaS System Design, Webhook Security, HMAC",https://zendesk.wd1.myworkdayjobs.com/en-US/zendesk/job/San-Francisco-California-United-States-of-America/Senior-Backend-Engineer--Connectors---Discover_R34788?source=LinkedIn
OneTrust,Senior Software Engineer,"Atlanta, GA",12 hours ago,$116K/yr - $175K/yr,Hybrid,89.7074,200,N/A,True,"Java, Microservices, Algorithms, Data Structures, Design Patterns, SQL, NoSQL, RESTful Services, Unix/Linux","Spring, Hibernate, Spring Boot, Application Server, Middleware Technologies",https://job-boards.greenhouse.io/onetrust/jobs/7657006?gh_src=43e6cd7a1us
First Solar,Developer I USA,"28101 Cedar Park Blvd, Perrysburg, OH, 43551, US",3 hours ago,$62K/yr - $89K/yr,Onsite,96.6917,36,2,True,"HTML, JavaScript, CSS, SQL, PL/SQL, API development, REST, Computer programming, Software development, Cloud technologies, Databases, RDBMS, NoSQL, Software Development Lifecycle, Git version control, Growth mindset","Oracle Application technologies, SOAP, Enterprise technologies",https://fa-esbv-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/1024427
Shinkei,Software Engineer - Robotics,"El Segundo, CA",18 hours ago,N/A,Onsite,83.9444,200,N/A,True,"C++, Python, Software Development, Computer Vision","Robotics, Hardware Integration, Automated Testing, Diagnostic Frameworks",https://careers.kula.ai/shinkei/32623?src=Linkedin
Decagon,"Senior Software Engineer, Enterprise Product","San Francisco, CA",11 hours ago,$200K/yr - $400K/yr,Onsite,82.8727,200,4,True,"Python, TypeScript, Authentication systems, APIs, Large language models (LLMs), Prompt engineering, AI agent systems, Asynchronous programming, Analytics products","Full-stack software development, Product thinking, Technical architecture, Data access controls, Developer tools, Platform development, Internal tools, Scalable systems, Data visualization",https://jobs.ashbyhq.com/decagon/03f56b39-866b-41b7-a805-9cf2e16373b9?src=LinkedIn
Justworks,Software Engineer,"New York, NY",14 hours ago,$115K/yr - $160K/yr,Hybrid,97.4856,200,1,True,"Python, Java, Node.js, SQL, Database fundamentals, AWS, Cloud platforms, Mentorship","Ruby, Go",https://boards.greenhouse.io/justworks/jobs/6917404?gh_jid=6917404&gh_src=f08327d91us&source=LinkedIn
FICO,Software Engineer - Java/ Spring Boot/ Kubernetes/AWS,United States,11 hours ago,$87K/yr - $136K/yr,Remote,90.2784,200,N/A,True,"Java, AWS, Docker, Kubernetes, REST APIs, OAuth 2.0, OIDC, JWT, IAM platforms, Shell scripting, Python, CI/CD pipelines, GitLab, Database, AWS IAM","Spring Boot, Spring Framework, SaaS, Authentication standards, SAML, Okta, Ping Identity, OpenAM, OpenDJ, LDAP, Groovy, Jenkins, Azure DevOps, Distributed systems, Azure AD",https://fico.wd1.myworkdayjobs.com/en-US/External/job/Work-from-Home-United-States/Software-Engineer---Java-AWS-IAM-Security_30847?source=LinkedIn
BMO U.S.,Robot Process Automation Developer (New or Recent Graduate),"Cedar Rapids, IA",1 hour ago,$63K/yr - $117K/yr,Onsite,72.1509,25,4,True,"Continuous Integration, Troubleshooting, SQL, Software Development, Unit Testing, Creative Thinking","Cybersecurity, Project Planning, Solution Architecture, Business Process Re-engineering, Robotic Process Automation (RPA), Prototyping, Process Design, Continuous Process Improvement, Analytical Skills, Data Driven Decision Making, Learning Agility, Customer Centricity",https://bmo.wd3.myworkdayjobs.com/en-US/External/job/Chicago-IL-USA/Robot--Process-Automation-Developer--New-or-Recent-Graduate-_R260011314?source=Social_Linkedin
Equifax,Software Engineer II,"Alpharetta, GA",10 hours ago,N/A,Hybrid,87.3065,200,2,True,"Java, Python, JavaScript, Software Design, HTML, CSS, Software Testing, Performance Engineering, Cloud Technology, AWS, Azure, Angular, Microservices, Source Code Control, Git, Github","Maven, Gradle, Frontend Development, Quality Engineering, GCP, UI Development, Bootstrap, Backend Development, J2EE, SpringBoot, SOA, SVN, Agile Methodologies, Scrum",https://careers.equifax.com/en/jobs/j00173548/software-engineer-ii/?source=Applied_LinkedIn
Goldman Sachs,"Data Engineering - Data, Lakehouse and AI Data Platform Engineer - Analyst - Dallas","Dallas, TX",1 hour ago,N/A,Onsite,75.1181,25,N/A,True,"Python, Java, SQL, Software engineering fundamentals, Version control, Testing, CI/CD practices, Schema evolution, Data compatibility, Data quality, Data reconciliation, Databricks, Containerized deployment","Temporal data modelling, Schema design, Data partitioning, Data clustering, Root-cause analysis, Production data pipelines, Distributed data processing, Apache Spark, JSON, Avro, Parquet, ANSI SQL, Kafka, Snowflake, Apache Iceberg, Hadoop ecosystem, Sybase IQ",https://hdpc.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/job/169312/?utm_medium=jobshare&mode=job&iis=LinkedIn
Corebridge Financial,AI Engineer,"Los Angeles, CA",22 hours ago,$122K/yr - $148K/yr,Hybrid,96.1664,200,5,True,"Artificial Intelligence, Machine Learning, Python, Prompt Engineering, Large Language Models, API Integration, Amazon SageMaker, Cloud Platforms - AWS, MLOps","Retrieval-Augmented Generation (RAG), AI Orchestration Frameworks, Amazon Bedrock, Amazon AgentCore",https://corebridgefinancial.wd1.myworkdayjobs.com/CorebridgeFinancial/job/TX-Houston/AI-Engineer_JR2600570
Thomson Reuters,"Senior Software Engineer, Full Stack","Frisco, TX",13 hours ago,$127K/yr - $235K/yr,Hybrid,95.7928,184,4,True,"Node.js, Python, API design, RESTful APIs, Data modeling, SQL, NoSQL databases, Containerization, Docker, Kubernetes, Cloud platforms, AWS, TypeScript, React, Event-driven architectures, Microservices architecture, CI/CD, Data processing pipelines, Object-oriented design","Full-stack development, Backend systems, Go, Database design, GCP, Distributed systems, Message queues, Functional programming, Self-starting",https://thomsonreuters.wd5.myworkdayjobs.com/External_Career_Site/job/United-States-of-America-New-York-New-York/Senior-Software-Engineer--Full-Stack_JREQ199749-1?source=LinkedIn
Goldman Sachs,"Data Engineering - Data, Lakehouse and AI Data Platform Engineer - Analyst - New York","New York, NY",1 hour ago,$110K/yr - $130K/yr,Onsite,79.7724,25,N/A,True,"Python, Java, SQL, Software engineering fundamentals, Version control, Testing, CI/CD practices, Schema evolution, Data compatibility, Data quality, Data reconciliation, Databricks, Containerized deployment","Temporal data modelling, Schema design, Data partitioning, Data clustering, Root-cause analysis, Production data pipelines, Distributed data processing frameworks, Apache Spark, JSON, Avro, Parquet, ANSI SQL, Kafka, Snowflake, Apache Iceberg, Hadoop ecosystem, Sybase IQ",https://hdpc.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/job/169310/?utm_medium=jobshare&mode=job&iis=LinkedIn
Veterans United Home Loans,Associate Software Engineer (Remote/Hybrid),"Missouri, United States",12 hours ago,N/A,Hybrid,87.8404,200,N/A,True,"CI/CD build/release pipeline management, Web APIs, Microservice architecture, TypeScript, Angular, SQL Server, MongoDB, GIT, Application lifecycle management","C#, NET, AI coding assistants, Agile product delivery, Change Management",https://veteransunited.wd1.myworkdayjobs.com/VUHL/job/Remote-MO/Associate-Software-Engineer--Remote-Hybrid-_R5873?source=Linkedin
Viant Technology,"Sr. Software Engineer, Ad Serving","Irvine, CA",2 hours ago,$120K/yr - $180K/yr,Onsite,87.7926,25,5,True,"Object Oriented Programming, Java, MySQL, AWS, Cloud technologies, Multithreading, Concurrency","GoLang, Oracle, Distributed systems, Low-latency application development, Ad-tech, Issue resolution",https://www.linkedin.com/jobs/view/4407960734
GlossGenius,Software Engineer - All Levels,"San Francisco, CA",10 hours ago,$150K/yr - $230K/yr,Onsite,84.407,200,2,True,"Software development, Typescript, Javascript, React, Redux, React Native, AWS, Kubernetes, Postgres, Terraform, Microservice architecture, AI feature development","Kotlin, Micronaut, Jooq, Ruby, Rails, Sidekiq, GRPC, Protobuf, System scalability, System stability, System efficiency, Entrepreneurial mindset",https://www.linkedin.com/jobs/view/4286968047
Acceler8 Talent,Software Engineer,San Francisco Bay Area,14 hours ago,$150K/yr - $250K/yr,Onsite,97.8648,142,1,True,"Python, APIs, Databases, AI/ML, Large Language Models, Multimodal AI, Cloud Systems, Containerization",Retrieval-Augmented Generation,https://www.linkedin.com/jobs/view/4406785836
Triumph Tech,Mobile Developer - .Net MAUI/Xamarin,"Surprise, AZ",32 minutes ago,N/A,Onsite,59.2464,25,N/A,True,"REST APIs, SQL Server, Java, Self-learning",".NET MAUI, C#, Entity Framework, IOS SDK, Android SDK, Objective-C, Swift, Kotlin, ASP.Net",https://www.triumph.tech/careers/senior-net-maui-developer
FieldAI,"Software Engineer, DevOps (Web Platform)","Irvine, CA",13 hours ago,$115K/yr - $190K/yr,Onsite,90.1084,52,3,True,"DevOps, AWS, Docker, Kubernetes, CI/CD pipelines, GitHub Actions, Node.js, TypeScript, React, Testing strategies, System debugging, MongoDB, Ownership mindset","Infrastructure engineering, Production engineering, Release processes, System reliability",https://www.linkedin.com/jobs/view/4400267681
Infopro Digital,DevOps Engineer,"Atlanta, GA",7 hours ago,N/A,Hybrid,81.4253,200,3,True,"DevOps, CI/CD tools, Scripting, Terraform, Docker, Kubernetes, Microsoft Azure, Structured problem-solving","Pipelines, Infrastructure-as-code, YAML, Cloud security, Analytical skills, Confidence working in international teams",https://www.linkedin.com/jobs/view/4409414901
Subaru of America,Software Engineer,"Camden, NJ",12 hours ago,$73K/yr - $80K/yr,Hybrid,87.1618,111,1,True,"Microsoft Power Platform, Power Apps, Power BI, Dataverse, Azure Functions, Web APIs, Microsoft Azure services, Azure App Services, Relational databases, SQL, Version control, Customer-focused mindset, Self-motivated learner","Microsoft Dynamics 365, Power Automate, C# programming, Microsoft .NET Framework, Dynamics 365 plugins, Custom workflows, Azure Active Directory, Azure Logic Apps, Change management, Analytical skills",https://hcal.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/2226?src=LinkedIn_Slots
Canonical,Software Engineer - OpenStack,Latin America,9 hours ago,N/A,Onsite,88.6329,64,N/A,True,"Python, Ubuntu Linux, Kubernetes, AI/ML, C, Postgresql, MongoDB, Collaboration, Curiosity, Flexibility, Articulation, Accountability, Self-motivation","OpenStack, Ceph, QEMU/KVM, LXC/LXD, Go, Non-x86 architectures",https://boards.greenhouse.io/embed/job_app?token=2579550&utm_source=jobright
Invoca,Sr. Software Engineer I,United States,19 hours ago,$127K/yr - $191K/yr,Remote,67.4795,200,N/A,True,"CI/CD, Kubernetes, Auth0, OAuth, OIDC, Terraform","Release Engineering, Buildkite, Backstage, ArgoCD, Ruby, Ruby on Rails, Bundler, Dependency Management, Runtime Upgrades, Framework Upgrades, M2M Authentication, Infrastructure as Code, Incident Analysis, AI-assisted Development, PAAS Environment",https://boards.greenhouse.io/embed/job_app?token=8520834002&utm_source=jobright
Distyl,AI Engineer,"New York, NY",23 hours ago,$150K/yr - $250K/yr,Hybrid,96.9548,96,2,True,"Software Engineering, AI Systems Development, Large Language Models (LLMs), Prompt Engineering, Python, Debugging, Testing, Performance Optimization","Agent Design, Retrieval Systems, Evaluation Frameworks",https://jobs.ashbyhq.com/Distyl/de4bdf84-bbe8-4a7c-8d5f-09492ad223f5?utm_source=LinkedInPaid
Scotiabank,Data Engineer,"Dallas, TX",9 hours ago,N/A,Onsite,92.2161,200,3,True,"Python, Java, Data processing, SQL, Data lakes, Git, Azure Databricks","Apache Spark, Scala, Distributed systems, Parquet, Delta Lake",https://jobs.scotiabank.com/job/Dallas-Data-Engineer-TX-75201/601378117/?feedId=354060&utm_source=LinkedInJobPostings&utm_campaign=ScotiaBank_Linkedin
SynergisticIT,Junior data engineer/ML/AI engineer,"Seattle, WA",20 hours ago,$95K/yr - $154K/yr,Onsite,95.7438,200,N/A,True,"Java, Python, DevOps, Data Analytics, Data Engineering, Data Science, Machine Learning, API Development, Cloud, CI/CD, Data Structures, System Design, SQL","Full Stack Development, Database Connectivity, Interview confidence, Calmness in interviews",https://www.linkedin.com/jobs/view/4407674063
Applied Intuition,Software Engineer - Customer Portal,"Sunnyvale, CA",12 hours ago,$100K/yr - $140K/yr,Onsite,93.9317,200,N/A,True,"Python, C++, React, Typescript, CSS, Relational databases, PostgreSQL, Modern web technologies","Full stack application development, Go, User-centered focus, Deliver under tight timing constraints",https://boards.greenhouse.io/appliedintuition/jobs/4606489005?gh_jid=4606489005&source=LinkedIn
